title,decision,year,Authors,rating_score,rating_text,review,confidence_score,confidence_text,academic_age,current_age,total_num_pub,total_num_conference,total_num_informal,total_num_journal,reasoning,sentiment_score,politeness_score
Towards Information-Seeking Agents,Reject,2017,"['Philip Bachman', 'Alessandro Sordoni', 'Adam Trischler']","[6, 4, 4]","['Marginally above acceptance threshold', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection']","Pros: * The general idea behind the paper seems pretty novel and potentially quite cool. * The specific technical implementation seems pretty reasonable and well-thought through. * The general types of the tasks that they try out their approach on spans a wide and interesting spectrum of cognition abilities. * The writing is pretty clear. I basically felt like I could replicate much of what they did from their paper descriptions. Cons: * The evaluation of the success of these ideas, as compared to other possible approaches, or as compared to human performance on similar tasks, is extremely cursory. * The specific tasks that they try are quite simple. I really don*t know whether their approach is better than a bunch of simpler things on these tasks. Taking these two cons together, it feels like the authors basically get the implementation done and working somewhat, and then just wrote up the paper. (I know how it feels to be under a deadline without a complete set of results.) If the authors had used their approach to solve an obviously hard problem that previously was completely unsolved, even the type of cursory evaluation level chosen here would have been fine. Or if they had done a very thorough evaluation of a bunch of standard models on each task (and humans too, ideally), and compared their model to those results, that would have been great. But given the complexity of their methods and the fact that the tasks are either not well-known benchmarks or very challenging as such, it*s really hard to tell how much of an advance is made here. But it does seem like a potentially fruitful research direction.","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[9, 9, 2]","[15, 15, 8]","[51, 95, 82]","[25, 52, 39]","[25, 40, 43]","[1, 3, 0]","The sentiment score is slightly positive (20) because the reviewer starts with several pros, acknowledging the novelty, reasonable implementation, and clear writing. However, the cons are significant, particularly regarding the evaluation, which balances out much of the initial positivity. The overall tone suggests potential but with substantial room for improvement. The politeness score is moderately high (60) as the reviewer uses respectful language throughout, acknowledging the authors' efforts and the potential of their work. They offer constructive criticism without harsh language, and even empathize with the authors about deadline pressures. The reviewer maintains a professional tone while clearly communicating areas for improvement.",20,60
Towards Understanding the Invertibility of Convolutional Neural Networks,Reject,2017,"['Anna C. Gilbert', 'Yi Zhang', 'Kibok Lee', 'Yuting Zhang', 'Honglak Lee']","[4, 7, 5]","['Ok but not good enough - rejection', 'Good paper, accept', '5']","The paper proposes to provide a theoretical explanation for why deep convolutional neural networks are invertible (at-least, when going back from certain intermediate layers to the image itself). It does so by considering the invertibility of a single layer, assuming the convolutional filters essentially correspond to incoherent measurements satisfying RIP. In my opinion, while this is an interesting direction of research, the paper is not ready for publication. I feel the treatment does not go sufficiently towards explaining the phenomenon in deep neural networks. Even after reading the response from the authors, I feel the results are only a minor variation of the standard results from compressive sensing for sparse reconstruction with incoherent measurements. A deep neural network is fundamentally different from a single layer---it is the *deep* part that makes the forward task work. As the authors note, there is significant deterioration when IHT is applied recursively----therefore, at best the theory explains the partial invertibility of a single layer. That a single layer is approximately invertible isn*t surprising, that a cascade of layers *is*. For any theoretical analysis of this phenomenon to be useful, I believe it must go beyond analyzing a single compressive measurement-type layer, and try to explain how much of the same theory holds for a cascade. I say this because it*s entirely possible that the sparse recovery theory breaks down beyond a single layer, and invertibility ends up being a property caused by correlations between the weights of different layers. In other words, there is no way to tell from the current results for individual layers whether they are in fact a step towards explaining the invertibility of whole networks.","['4', '3', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[20, 25, 3, 8, 13]","[25, 31, 8, 12, 19]","[105, 1300, 26, 21, 273]","[51, 574, 13, 10, 145]","[27, 160, 13, 8, 123]","[27, 566, 0, 3, 5]","The sentiment score is -60 because the reviewer clearly states the paper is 'not ready for publication' and expresses significant concerns about the depth and applicability of the research. They use phrases like 'does not go sufficiently towards explaining the phenomenon' and 'at best the theory explains the partial invertibility of a single layer', indicating strong reservations. However, they do acknowledge it as an 'interesting direction of research', preventing the score from being even lower. The politeness score is 20 because while the reviewer is critical, they maintain a professional tone throughout. They use phrases like 'in my opinion' and 'I feel', which soften the criticism. The reviewer also acknowledges the authors' response, showing respect for the dialogue process. However, the overall critical nature of the review prevents a higher politeness score.",-60,20
Training Group Orthogonal Neural Networks with Privileged Information,Reject,2017,"['Yunpeng Chen', 'Xiaojie Jin', 'Jiashi Feng', 'Shuicheng Yan']","[6, 5, 6]","['Marginally above acceptance threshold', '5', 'Marginally above acceptance threshold']","This paper proposes to learn groups of orthogonal features in a convnet by penalizing correlation among features in each group. The technique is applied in the setting of image classification with “privileged information” in the form of foreground segmentation masks, where the model is trained to learn orthogonal groups of foreground and background features using the correlation penalty and an additional “background suppression” term. Pros: Proposes a “group-wise model diversity” loss term which is novel, to my knowledge. The use of foreground segmentation masks to improve image classification is also novel. The method is evaluated on two standard and relatively large-scale vision datasets: ImageNet and PASCAL VOC 2012. Cons: The evaluation is lacking. There should be a baseline that leaves out the background suppression term, so readers know how much that term is contributing to the performance vs. the group orthogonal term. The use of the background suppression term is also confusing to me -- it seems redundant, as the group orthogonality term should already serve to suppress the use of background features by the foreground feature extractor. It would be nice to see the results with “Incomplete Privileged Information” on the full ImageNet dataset (rather than just 10% of it) with the privileged information included for the 10% of images where it’s available. This would verify that the method and use of segmentation masks remains useful even in the regime of more labeled classification data. The presentation overall is a bit confusing and difficult to follow, for me. For example, Section 4.2 is titled “A Unified Architecture: GoCNN”, yet it is not an overview of the method as a whole, but a list of specific implementation details (even the very first sentence). Minor: calling eq 3 a “regression loss” and writing “||0 - x||” rather than just “||x||” is not necessary and makes understanding more difficult -- I’ve never seen a norm regularization term written this way or described as a “regression to 0”. Minor: in fig. 1 I think the FG and BG suppression labels are swapped: e.g., the “suppress foreground” mask has 1s in the FG and 0s in the BG (which would suppress the BG, not the FG). An additional question: why are the results in Table 4 with 100% privileged information different from those in Table 1-2? Are these not the same setting? The ideas presented in this paper are novel and show some promise, but are currently not sufficiently ablated for readers to understand what aspects of the method are important. Besides additional experiments, the paper could also use some reorganization and revision for clarity. =============== Edit (1/29/17): after considering the latest revisions -- particularly the full ImageNet evaluation results reported in Table 5 demonstrating that the background segmentation *privileged information* is beneficial even with the full labeled ImageNet dataset -- I*ve upgraded my rating from 4 to 6. (I*ll reiterate a very minor point about Figure 1 though: I still think the *0* and *1* labels in the top part of the figures should be swapped to match the other labels. e.g., the topmost path in figure 1a, with the text *suppress foreground*, currently has 0 in the background and 1 in the foreground, when one would want the reverse of this to suppress the foreground.)","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[3, 5, 8, 16]","[9, 11, 14, 22]","[80, 65, 542, 876]","[33, 24, 214, 382]","[36, 36, 235, 200]","[11, 5, 93, 294]","The sentiment score is slightly positive (20) because the reviewer acknowledges some pros of the paper, such as its novel approach and evaluation on standard datasets. However, they also point out several cons and areas for improvement, which tempers the positivity. The overall tone suggests the paper has potential but needs significant revisions. The politeness score is moderately high (60) as the reviewer uses professional language throughout, offers constructive criticism, and even upgrades their rating after considering revisions. They phrase criticisms as suggestions for improvement rather than harsh judgments. The reviewer also takes care to separate major concerns from minor points, which is a polite way to structure feedback.",20,60
Transformation-based Models of Video Sequences,Reject,2017,"['Joost van Amersfoort', 'Anitha Kannan', ""Marc'Aurelio Ranzato"", 'Arthur Szlam', 'Du Tran', 'Soumith Chintala']","[5, 6, 3]","['5', 'Marginally above acceptance threshold', 'Clear rejection']","The paper proposes a method for future frame prediction based on transformation of previous frame rather than direct pixel prediction. Many previous works have proposed similar methods. The authors in their responses state that previous work is deterministic, yet the proposed model also does not handle multimodality. Further, i asked if they could test their method using 2 RGB frames as input and predicting the transformation as output, to be able to quantify the importance of using transformations both as input and output, since this is the first work that uses transformations as input also. The authors dismissed the suggestion by saying *if we were to use RGB frames as input and ask the model to output future frames it would produce very blurry results*, that is, misunderstanding what the suggestion was. So, currently, it does not seem to be a valid novel contribution in this work compared to previous works.","['3', '4', '3']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is fairly confident that the evaluation is correct']","[3, 18, 12, 9, 10, 8]","[5, 24, 18, 15, 16, 14]","[4, 78, 106, 138, 52, 39]","[1, 48, 57, 54, 25, 13]","[3, 26, 44, 74, 25, 23]","[0, 4, 5, 10, 2, 3]","The sentiment score is -80 because the reviewer expresses strong skepticism about the paper's novelty and contribution. They state that 'it does not seem to be a valid novel contribution in this work compared to previous works,' which is a highly negative assessment. The reviewer also points out that the authors misunderstood or dismissed their suggestions, further indicating dissatisfaction. The politeness score is -20 because while the language isn't overtly rude, it's quite direct and critical. The reviewer doesn't use softening language or acknowledge any positive aspects of the work. The dismissive tone in phrases like 'the authors dismissed the suggestion' and the implication that the authors misunderstood a basic concept contributes to the slightly impolite tone.",-80,-20
Transformational Sparse Coding,Reject,2017,"['Dimitrios C. Gklezakos', 'Rajesh P. N. Rao']","[5, 4, 4]","['5', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection']","This paper trains a generative model of image patches, where dictionary elements undergo gated linear transformations before being combined. The transformations are motivated in terms of Lie group operators, though in practice they are a set of fixed linear transformations. This is motivated strongly in terms of learning a hierarchy of transformations, though only one layer is used in the experiments (except for a toy case in the appendix). I like the motivation for this algorithm. The realization seems very similar to a group or block sparse coding implementation. I was disappointed by the restriction to linear transformations. The experiments were all toy cases, demonstrating that the algorithm can learn groups of Gabor- or center surround-like features. They would have been somewhat underpowered five years ago, and seemed extremely small by today*s standards. Specific comments: Based on common practices in ML literature, I have a strong bias to think of as inputs and as network weights. Latent variables are often or . Depending on your target audience, I would suggest permuting your choice of symbols so the reader can more quickly interpret your model. nit: number all equations for easier reference sec 2.2 -- It*s weird that the transformation is fixed, but is still written as a function of x. sec 2.3 -- The updated text here confuses me actually. I had thought that you were using a fixed set of linear transformations, and were motivating in terms of Lie groups, but were not actually taking matrix exponentials in your algorithm. The equations in the second half of this section suggest you are working with matrix exponentials though. I*m not sure which direction I*m confused in, but probably good to clarify the text either way. BTW -- there*s another possible solution to the local minima difficulty, which is the one used in Sohl-Dickstein, 2010. There, they introduce blurring operators matched to each transformation operator, and gradient descent can escape local minima by detouring through coarser (more blurred) scales. sec 3.2 -- I believe by degrees of freedom you mean the number of model parameters, not the number of latent coefficients that must be inferred? Should make this more clear. Is it more appropriate to compare reconstruction error while matching number of model parameters, or number of latent variables? I wonder if a convolutional version of this algorithm would be practical / would make it more suited as a generative model of whole images. ==== post rebuttal update Thank you for taking the time to write the rebuttal! I have read it, but it did not significantly effect my rating.","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[5, 36]","[10, 42]","[5, 127]","[1, 65]","[4, 20]","[0, 42]","The sentiment score is -30 because while the reviewer expresses some positive aspects ('I like the motivation for this algorithm'), there are several critical points raised. The reviewer is 'disappointed' by certain aspects, describes the experiments as 'underpowered' and 'extremely small', and states that the rebuttal did not significantly affect their rating. These criticisms outweigh the positive elements, resulting in a slightly negative overall sentiment. The politeness score is 20 because the reviewer uses generally polite language ('I like', 'Thank you for taking the time'), offers constructive feedback, and frames criticisms as personal opinions ('I was disappointed', 'I wonder if'). However, some direct criticisms slightly reduce the politeness score from being highly positive.",-30,20
Tree-Structured Variational Autoencoder,Reject,2017,"['Richard Shin', 'Alexander A. Alemi', 'Geoffrey Irving', 'Oriol Vinyals']","[3, 3, 4]","['Clear rejection', 'Clear rejection', 'Ok but not good enough - rejection']","The method overall seems to be a very interesting structural approach to variational autoencoders, however it seems to lack motivation as well as the application areas sufficient to prove its effectiveness. I see the attractiveness of using structural information in this context and I find it more intuitive than using a flat sequence representation, especially when there is a clear structure in the data. However experimental results seem to fail to be convincing in that regard. One issue is the lack of a variety of applications in general, the experiments seem to be very limited in that regard, considering that the paper itself speaks about natural language applications. It would be interesting to use the latent representations learned with the model for some other end task and see how much it impacts the success of that end task compared to various baselines. In my opinion, the paper has a potentially strong idea however in needs stronger results (and possibly in a wider variety of applications) as a proof of concept.","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[-1, 0, 3, 23, 12, 15]","[4, 5, 8, 28, 17, 20]","[4, 6, 14, 53, 7, 22]","[4, 5, 10, 12, 2, 9]","[0, 1, 2, 2, 0, 0]","[0, 0, 2, 39, 5, 13]","The sentiment score is slightly negative (-20) because while the reviewer acknowledges the method as 'very interesting' and sees its 'attractiveness', they express significant concerns about the lack of motivation, limited applications, and unconvincing experimental results. The overall tone suggests that the paper needs substantial improvements. The politeness score is moderately positive (50) as the reviewer uses respectful language throughout, acknowledging positive aspects and framing criticisms constructively. They use phrases like 'seems to', 'I find it', and 'It would be interesting', which soften the critique. The reviewer also offers suggestions for improvement, indicating a helpful rather than dismissive attitude.",-20,50
Understanding intermediate layers using linear classifier probes,Reject,2017,"['Guillaume Alain', 'Yoshua Bengio']","[5, 4, 4]","['5', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection']","This paper proposes a method that attempts to *understand* what is happening within a neural network by using linear classifier probes which are inserted at various levels of the network. I think the idea is nice overall because it allows network designers to better understand the representational power of each layer in the network, but at the same time, this works feels a bit rushed. In particular, the fact that the authors did not provide any results in *real* networks, which are used to win competitions makes the results less strong, since researchers who want to created competitive network architectures don*t have enough evidence from this work to decides whether they should use it or not. Ideally, I would encourage the authors to consider continuing this line of research and show how to use the information given by these linear classifiers to construct better network architectures. Unfortunately, as is, I don*t think we have enough novelty to justify accepting this work in the conference.","['3', '4', '4']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[9, 30]","[12, 36]","[17, 977]","[6, 405]","[9, 456]","[2, 116]","The sentiment score is -50 because while the reviewer acknowledges that the idea is 'nice overall', they express significant concerns about the work feeling 'rushed' and lacking results from 'real networks'. The reviewer ultimately concludes that there isn't 'enough novelty to justify accepting this work', indicating a generally negative sentiment despite some positive aspects. The politeness score is 20 because the reviewer uses polite language throughout, such as 'I think' and 'I would encourage', and frames criticisms constructively. However, the overall message is still a rejection, which prevents a higher politeness score.",-50,20
Understanding trained CNNs by indexing neuron selectivity,Reject,2017,"['Ivet Rafegas', 'Maria Vanrell', 'Luís A. Alexandre']","[7, 3, 7]","['Good paper, accept', 'Clear rejection', 'Good paper, accept']","This paper makes three main methodological contributions: - definition of Neural Feature (NF) as the pixel average of the top N images that highly activation a neuron - ranking of neurons based on color selectivity - ranking of neurons based on class selectivity The main weaknesses of the paper are that none of the methodological contributions are very significant, and no singularly significant result arises from the application of the methods. However, the main strengths of the paper are its assortment of moderately-sized interesting conclusions about the basic behavior of neural nets. For example, a few are: - “Indexing on class selectivity neurons we found highly class selective neurons like digital-clock at conv2, cardoon at conv3 and ladybug at conv5, much before the fully connected layers.” As far as I know, this had not been previously reported. - Color selective neurons are found even in higher layers. (25% color selectivity in conv5) - “our main color axis emerge (black-white, blue-yellow, orange-cyan and cyan- magenta). Curiously, these two observations correlate with evidences in the human visual system (Shapley & Hawken (2011)).” Great observation! Overall, I’d recommend the paper be accepted, because although it’s difficult to predict at this time, there’s a fair chance that one of the “smaller conclusions” would turn out to be important in hindsight a few years hence. Other small comments: - The cite for “Learning to generate chairs…” is wrong (first two authors combined resulting in a confusing cite) - What exactly is the Color Selectivity Index computing? The Opponent Color Space isn’t well defined and it wasn’t previously familiar to me. Intuitively it seems to be selecting for units that respond to a constant color, but the highest color selectivity NF in Fig 5 i for a unit with two colors, not one. Finally, the very last unit (lowest color selectivity) is almost the same edge pattern, but with white -> black instead of blue -> orange. Why are these considered to be so drastically different? This should probably be more clearly described. - For the sake of argument, imagine a mushroom sensitive neuron in conv5 that fires highly for mushrooms of *any* color but not for anything else. If the dataset contains only red-capped mushrooms, would the color selectivity index for this neuron be high or low? If it is high, it’s somewhat misleading because the unit itself actually isn’t color selective; the dataset just happens only to have red mushrooms in it. (It’s a subtle point but worth considering and probably discussing in the paper)","['4', '5', '3']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is fairly confident that the evaluation is correct']","[3, 22, 18]","[6, 25, 24]","[4, 52, 125]","[1, 36, 70]","[2, 5, 31]","[1, 11, 24]","The sentiment score is 50 (slightly positive) because the reviewer acknowledges both strengths and weaknesses of the paper, but ultimately recommends acceptance. They mention 'main weaknesses' but also highlight 'main strengths' and 'interesting conclusions'. The overall tone is constructive and the reviewer sees potential value in the work. The politeness score is 60 (moderately polite) because the reviewer uses respectful language throughout, offers balanced feedback, and provides specific examples to support their points. They use phrases like 'Great observation!' which shows appreciation. The reviewer also offers suggestions for improvement in a constructive manner, without using harsh or dismissive language. The tone is professional and considerate, maintaining a respectful dialogue with the authors.",50,60
Universality in halting time,Reject,2017,"['Levent Sagun', 'Thomas Trogdon', 'Yann LeCun']","[5, 2, 5]","['5', 'Strong rejection', '5']","The authors explore whether the halting time distributions for various algorithms in various settings exhibit *universality*, i.e. after rescaling to zero mean and unit variance, the distribution does not depend on stopping parameter, dimensionality and ensemble. The idea of the described universality is very interesting. However I see several shortcomings in the paper: In order to be of practical relevance, the actual stopping time might be more relevant than the scaled one. The discussion of exponential tailed halting time distributions is a good start, but I am not sure how often this might be actually helpful. Still, the findings in the paper might be interesting from a theoretical point of view. Especially for ICLR, I think it would have been more interesting to look into comparisons between stochastic gradient descent, momentum, ADAM etc on different deep learning architectures. Over which of those parameters does universality hold?. How can different initializations influence the halting time distribution? I would expect a sensible initialization to cut of part of the right tail of the distribution. Additionally, I found the paper quite hard to read. Here are some clarity issues: - abstract: *even when the input is changed drastically*: From the abstract I*m not sure what *input* refers to, here - I. Introduction: *where the stopping condition is, essentially, the time to find the minimum*: this doesn*t seem to make sense, a condition is not a time. I guess the authors wanted to say that the stopping condition is that the minimum has been reached? - I.1 the notions of dimension N, epsilon and ensemble E are introduced without any clarification what they are. From the later parts of the paper I got some ideas and examples, but here it is very hard to understand what these parameters should be (just some examples would be already helpful) - I.3 *We use x^ell for ell in Z={1, dots, S} where Z is a random sample from of training samples* This formulation doesn*t make sense. Either Z is a random sample, or Z={1, ..., S}. - II.1 it took me a long time to find the meaning of M. As this parameter seems to be crucial for universality in this case, it would be very helpful to point out more explicitly what it refers to.","['3', '4', '4']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[3, 5, 30]","[8, 11, 36]","[35, 26, 315]","[12, 1, 162]","[23, 20, 113]","[0, 5, 40]","The sentiment score is -30 because while the reviewer finds the idea interesting, they point out several shortcomings and clarity issues. The overall tone suggests more criticism than praise, but it's not entirely negative. The politeness score is 50 because the reviewer uses respectful language throughout, acknowledging positive aspects before critiquing, and phrases criticisms as suggestions or observations rather than harsh judgments. They use phrases like 'I think it would have been more interesting' and 'I found the paper quite hard to read' instead of more direct or harsh criticisms. The reviewer also provides specific examples and suggestions for improvement, which is a polite and constructive approach to peer review.",-30,50
Unsupervised Pretraining for Sequence to Sequence Learning,Reject,2017,"['Prajit Ramachandran', 'Peter J. Liu', 'Quoc V. Le']","[7, 5, 6]","['Good paper, accept', '5', 'Marginally above acceptance threshold']","In this paper, the authors propose to pretrain the encoder/decoder of seq2seq models on a large amount of unlabeled data using a LM objective. They obtain improvements using this technique on machine translation and abstractive summarization. While the effectiveness of pretraining seq2seq models has been known among researchers and explored in a few papers (e.g. Zoph et al. 2016, Dai and Le 2015), I believe this is the first paper to pretrain using a LM for both the encoder/decoder. The technique is simple, but the gains are large (e.g. +2.7 BLEU on NMT). In addition, the authors perform extensive ablation studies to analyze where the performance is coming from. Hence, I think this paper should be accepted.","['5', '5', '4']","['The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[2, 2, 13]","[6, 8, 19]","[20, 32, 300]","[9, 9, 143]","[11, 21, 146]","[0, 2, 11]","The sentiment score is 80 (positive) because the reviewer expresses a clear positive opinion about the paper, stating that it should be accepted and highlighting its strengths. They mention the large gains achieved, the extensive ablation studies, and the novelty of the approach. The politeness score is 60 (moderately polite) because the reviewer uses respectful and professional language throughout, acknowledging the authors' work and contributions without using overly effusive praise or harsh criticism. The tone is constructive and supportive, which contributes to the politeness, but it doesn't go out of its way to be exceptionally polite either.",80,60
Vocabulary Selection Strategies for Neural Machine Translation,Reject,2017,"[""Gurvan L'Hostis"", 'David Grangier', 'Michael Auli']","[5, 4, 4, 5]","['5', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection', '5']","This paper conducts a comprehensive series of experiments on vocabulary selection strategies to reduce the computational cost of neural machine translation. A range of techniques are investigated, ranging from very simple methods such as word co-occurences, to the relatively complex use of SVMs. The experiments are solid, comprehensive and very useful in practical terms. It is good to see that the best vocabulary selection method is very effective at achieving a very high proportion of the coverage of the full-vocabulary model (fig 3). However, I feel that the experiments in section 4.3 (vocabulary selection during training) was rather limited in their scope - I would have liked to see more experiments here. A major criticism I have with this paper is that there is little novelty here. The techniques are mostly standard methods and rather simple, and in particular, there it seems that there is not much additional material beyond the work of Mi et al (2016). So although the work is solid, the lack of originality lets it down. Minor comments: in 2.1, the word co-occurence measure - was any smoothing used to make this measure more robust to low counts?","['3', '5', '4', '3']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is fairly confident that the evaluation is correct']","[2, 13, 9]","[1, 18, 15]","[1, 94, 137]","[0, 44, 68]","[1, 41, 67]","[0, 9, 2]","The sentiment score is slightly positive (20) because the reviewer acknowledges the comprehensive experiments and their practical usefulness. They praise the effectiveness of the best vocabulary selection method. However, the score is not higher due to criticisms about limited scope in some experiments and lack of novelty. The politeness score is moderately high (60) as the reviewer uses respectful language throughout, balancing praise with constructive criticism. They use phrases like 'It is good to see' and frame criticisms politely, such as 'I feel that' and 'I would have liked to see'. The reviewer also provides specific feedback and asks a clarifying question at the end, showing engagement with the work.",20,60
Warped Convolutions: Efficient Invariance to Spatial Transformations,Reject,2017,"['Joao F. Henriques', 'Andrea Vedaldi']","[6, 7, 6]","['Marginally above acceptance threshold', 'Good paper, accept', 'Marginally above acceptance threshold']","The paper shows how group convolutions (for two dimensional commutative groups) can be performed by standard CNNs if the input is warped using a fixed warp. The idea is practical and seems to work well. The paper is well written. I agree with reviewer 1 that the ‘theorems’ do not deserve to be labelled as such. Theorem 1 is equivalent to the second equation from this section of the wikipedia page on convolution: https://en.wikipedia.org/wiki/Convolution#Convolutions_on_groups. The existence of Haar measure (from which commutation of Lg and convolution follows immediately) is a well known and elementary theorem in harmonic analysis, which would be treated in the first few pages of any textbook on the subject. It also immediately clear that any commutative group has an additive parameterization (theorem 2). The fact that the paper does not present new deep mathematical results is not a significant weakness in my opinion, but the derivations should not be camouflaged as such. The claim that previous methods that use group convolutions are slow and that the presented approach has better computational complexity is not supported by empirical evidence, and the theoretical analysis is still a bit misleading. For example, the authors write “Unfortunately these approaches do not possess the same memory and speed benefits that CNNs enjoy. The reason is that, ultimately, they have to enumerate all possible transformations”. The presented method also has to enumerate all transformations (in a limited range, on a discretized grid), and this is feasible only because the group is only 2 dimensional (and indeed this is also true for standard CNNs which enumerate translations). As noted in my pre-review question, I believe the computational complexity analysis is not entirely correct, and assume the authors will correct this. Equation 4 is presented as a new invention, but this has been used in previous works and is well known in mathematics, so a citation should be added. The main advantage of the presented method over several earlier methods is that it is very simple to implement, and can re-use highly optimized convolution routines. As I understand it, Dieleman et al. and Cohen & Welling also use standard convolutions (after a fixed filter / feature map warp), but these papers only consider discrete groups. So it seems like this paper occupies a unique place in the space of equivariant convolutional networks: non-commutative (-), low-dimensional (-), continuous (+) groups, simple (+) and efficient (+) algorithm. Given the proximity though, a more thorough and balanced appraisal of the merits and demerits, as well as the novelty, relative to each of the previous works would be useful. Provided that these issues are cleared up, I would recommend the paper for publication.","['5', '4', '4']","['The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[8, 13]","[14, 19]","[83, 325]","[42, 164]","[37, 144]","[4, 17]","The sentiment score is 50 (slightly positive) because the reviewer acknowledges the paper's practical idea, good writing, and unique position in the field. However, they also point out several issues, such as mislabeling theorems and unsupported claims about computational complexity. The overall tone suggests a balanced view with both praise and constructive criticism. The politeness score is 70 (fairly polite) because the reviewer uses respectful language throughout, acknowledges the paper's strengths, and offers suggestions for improvement rather than harsh criticism. Phrases like 'I agree with reviewer 1' and 'Provided that these issues are cleared up, I would recommend the paper for publication' indicate a collegial and constructive approach to the review process.",50,70
Wav2Letter: an End-to-End ConvNet-based Speech Recognition System,Reject,2017,"['Ronan Collobert', 'Christian Puhrsch', 'Gabriel Synnaeve']","[6, 7]","['Marginally above acceptance threshold', 'Good paper, accept']","There have been numerous works on learning from raw waveforms and training letter-based CTC networks for speech recognition, however, there are very few works on combining both of them with purely ConvNet as it is done in this paper. It is interesting to see results on a large scale corpus such as Librispeech that is used in this paper, though some baseline results from hybrid NN/HMM systems should be provided. To readers, it is unclear how this system is close to state-of-the-art only from Table 2. The key contribution of this paper may be the end-to-end sequence training criterion for their CTC variant (where the blank symbol is dropped), which may be viewed as sequence training of CTC as H. Sak, et al. *Learning acoustic frame labeling for speech recognition with recurrent neural networks*, 2015. However, instead of generating the denominator lattices using a frame-level trained CTC model first, this paper directly compute the sequence-level loss by considering all the competing hypothesis in the normalizer. Therefore, the model is trained end-to-end. From this perspective, it is closely related to D. Povey*s LF-MMI for sequence-training of HMMs. As another reviewer has pointed out, references and discussions on that should be provided. This approach should be more expensive than frame-level training of CTCs, however, from Table 1, the authors* implementation is much faster. Did the systems there use the same sampling rate? You said at the end of 2.2 that the step size for your model is 20ms. Is it also the same for Baidu*s CTC system. Also, have you tried increasing the step size, e.g. to 30ms or 40ms, as people have found that it may work (equally) better, while significantly cut down the computational cost.","['4', '5']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature']","[17, 4, 8]","[23, 9, 14]","[125, 10, 132]","[70, 4, 59]","[47, 6, 67]","[8, 0, 6]","The sentiment score is 50 (slightly positive) because the reviewer acknowledges the interesting aspects of the paper and its contributions, while also pointing out areas for improvement. The review starts with positive remarks about the novelty of combining raw waveforms and letter-based CTC networks, and the use of a large-scale corpus. However, it also suggests adding baseline results and clarifying the state-of-the-art comparison. The politeness score is 70 (fairly polite) because the reviewer uses respectful language throughout, asking questions rather than making demands, and acknowledging the paper's contributions. The reviewer offers constructive criticism and suggestions for improvement without using harsh or dismissive language. The tone is professional and academic, maintaining a balance between praise and critique.",50,70
