title,decision,year,Authors,rating_score,rating_text,review,confidence_score,confidence_text,academic_age,current_age,total_num_pub,total_num_conference,total_num_informal,total_num_journal
beta-VAE: Learning Basic Visual Concepts with a Constrained Variational Framework,Accept,2017,"['Irina Higgins', 'Loic Matthey', 'Arka Pal', 'Christopher Burgess', 'Xavier Glorot', 'Matthew Botvinick', 'Shakir Mohamed', 'Alexander Lerchner']","[7, 5, 7, 6]","['Good paper, accept', '5', 'Good paper, accept', 'Marginally above acceptance threshold']","The paper is attacking a classical and very hard problem: non-linear PCA i.e. learning the principal components a.k.a independent factors, a.k.a. orthogonal geodesics in the highly non-linear latent manifold of a given data-set. Moreover, the paper is hoping for these factors to be humanly-interpretable. The problem is so hard that is likely unsolvable in unsupervised fashion for real-life datasets. After all, even we humans are able to zero-in the the type of, say, legs of chairs (Fig 3 in the paper), only after we have identified the object as a chair and have rotated and translated it. The importance of this problem is hard to overstate, so we hope the paper is accepted, on the grounds of asking so fundamental a question. The paper correctly points out the inability of VAE to disentangle important factors even on toy data-sets. This of course has been known for awhile, e.g., Fig 4. on reference [1], from almost 2 years ago. On the back of so much hope and expectation built-up in the introduction, the solution put forward in the paper strikes us as a curious but a hardly useful toy. Slapping a large multiplicative factor on the generative error term of a VAE is not going to work for any real-life datasets. Generation without reconstruction leads to schizophrenia, as every respectable psychiatrist will testify. Physicists have attacked this problem considerably earlier than DeepMind and their scalable and conceptual solutions have been discussed at length in references [1], section 1.6, section 4, and most of reference [2]. In short, for spatial, color, time symmetries, symmetry statistics are produced by smaller specialized nets like spatial transformers and used to augment the latent variables, to aid the decoder. As demonstrated in reference [2], Figures 3,4, this is indispensable in order to handle distortion, e.g., spatial transformation. Note that this approach is completely unsupervised. This of course does not handle complex factors like *type of legs* but that is a hell of an ambitious goal, and while we hope to be proven wrong, probably way beyond reach of machines and even many humans (for real-life data-sets that is!) By complete luck, the authors may have hit upon something else of fundamental importance: the letter *beta* for their multiplicative coefficient is of course reserved in statistical physics for the inverse of the temperature. This requires the separation of generative *energy* and *entropy* and is partially addressed in section 2.9 of reference [1]. The correct definition of *generative temperature* is not published yet, but used extensively in experiments and can be privately communicated upon request. When worked out correctly, the beta does not multiply the generative error, as in this paper, so it would be very interesting to repeat the toy experiments here with the *correct* physical model instead. A question to the authors: creating a new metric (*disentanglement*) as u do is commendable but after hundred years of PCA, ICA, etc , is there no some proxy that can be used instead? Also, could you not for example simply distort the dataset along different factors and then look for the quality of the reconstructed images (as in the Introduction of reference [2])? [1] https://arxiv.org/pdf/1508.06585v5.pdf [2] https://arxiv.org/pdf/1511.02841v3.pdf","['5', '4', '4', '4']","['The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[6, 10, 2, 1, 8, 17, 12, 15]","[11, 14, 3, 5, 13, 23, 17, 20]","[36, 28, 7, 22, 24, 110, 66, 30]","[11, 12, 3, 9, 14, 40, 27, 11]","[20, 15, 4, 13, 9, 54, 33, 16]","[5, 1, 0, 0, 1, 16, 6, 3]"
A Context-aware Attention Network for Interactive Question Answering,Reject,2017,"['Huayu Li', 'Martin Renqiang Min', 'Yong Ge', 'Asim Kadav']","[5, 4, 4]","['5', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection']","1. the QA model is not novel, very similar to the existing model. 2. The IQA model is very confusing. If it needs human interactive in the training process, how could it be practical to ask human to join the training in each iteration? It sounds impractical. If the human interactive questions are predefined, then it is not interactive at all, since it is not based on the current state of model output.","['3', '4', '4']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[10, 11, 17, 10]","[16, 17, 23, 16]","[59, 79, 232, 48]","[31, 37, 104, 23]","[13, 32, 15, 21]","[15, 10, 113, 4]"
A Convolutional Encoder Model for Neural Machine Translation,Reject,2017,"['Jonas Gehring', 'Michael Auli', 'David Grangier', 'Yann N. Dauphin']","[7, 6, 6]","['Good paper, accept', 'Marginally above acceptance threshold', 'Marginally above acceptance threshold']","The system described works comparably to bi-directional LSTM baseline for NMT, and CNN*s are naturally parallelizable. Key ideas include the use of two stacked CNN*s (one for each of encoding and decoding) for translation, with res connections and position embeddings. The use of CNN*s for translation has been attempted previously (as described by the authors), but presumably it is the authors* combination of various architectural choices (attention, position embeddings, etc) that make the present system competitive with RNN*s, whereas earlier attempts were not. They describe system*s sensitivity to some of these choices (e.g. experiments to choose appropriate number of layers in each of the CNN*s). The experimental results are well reported in detail. One or two figures would definitely be required to help clarify the architecture. This paper is less about new ways of learning representations than about the combination of choices made (over the set of existing techniques) in order to get the good results that they do on the reported NMT tasks. In this respect, while I am fairly confident that the paper represents good work in machine learning, I am not quite as confident about its fit for this particular conference.","['3', '5', '4']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[5, 9, 13, 7]","[11, 15, 18, 13]","[23, 137, 94, 67]","[15, 68, 44, 32]","[7, 67, 41, 32]","[1, 2, 9, 3]"
A Deep Learning Approach for Joint Video Frame and Reward Prediction in Atari Games,Reject,2017,"['Felix Leibfried', 'Nate Kushman', 'Katja Hofmann']","[4, 4, 4]","['Ok but not good enough - rejection', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection']","This paper introduces an additional reward-predicting head to an existing NN architecture for video frame prediction. In Atari game playing scenarios, the authors show that this model can successfully predict both reward and next frames. Pros: - Paper is well written and easy to follow. - Model is clear to understand. Cons: - The model is incrementally different than the baseline. The authors state that their purpose is to establish a pre-condition, which they achieve. But this makes the paper quite limited in scope. This paper reads like the start of a really good long paper, or a good short paper. Following through on the future work proposed by the authors would make a great paper. As it stands, the paper is a bit thin on new contributions.","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[3, 11, 13]","[8, 16, 19]","[23, 33, 146]","[8, 19, 80]","[13, 13, 53]","[2, 1, 13]"
A Joint Many-Task Model: Growing a Neural Network for Multiple NLP Tasks,Reject,2017,"['Kazuma Hashimoto', 'Caiming Xiong', 'Yoshimasa Tsuruoka', 'Richard Socher']","[6, 3, 5]","['Marginally above acceptance threshold', 'Clear rejection', '5']","The authors propose a transfer learning approach applied to a number of NLP tasks; the set of tasks appear to have an order in terms of complexity (from easy syntactic tasks to somewhat harder semantic tasks). Novelty: the way the authors propose to do transfer learning is by plugging models corresponding to each task, in a way that respects the known hierarchy (in terms of NLP *complexity*) of those tasks. In that respect, the overall architecture looks more like a cascaded architecture than a transfer learning one. There are some existing literature in the area (first two Google results found: https://arxiv.org/pdf/1512.04412v1.pdf, (computer vision) and https://www.aclweb.org/anthology/P/P16/P16-1147.pdf (NLP)). In addition to the architecture, the authors propose a regularization technique they call *successive regularization*. Experiments: - The authors performed a number of experimental analysis to clarify what parts of their architecture are important, which is very valuable; - The information *transferred* from one task to the next one is represented both using a smooth label embedding and the hidden representation of the previous task. At this point there is no analysis of which one is actually important, or if they are redundant (update: the authors mentioned they would add something there). Also, it is likely one would have tried first to feed label scores from one task to the next one, instead of using the trick of the label embedding -- it is unclear what the latter is actually bringing. - The successive regularization does not appear to be important in Table 8; a variance analysis would help to conclude.","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[15, 9, 17, 11]","[21, 15, 23, 17]","[66, 383, 139, 229]","[31, 165, 81, 111]","[31, 208, 35, 111]","[4, 10, 23, 7]"
A Neural Knowledge Language Model,Reject,2017,"['Sungjin Ahn', 'Heeyoul Choi', 'Tanel Parnamaa', 'Yoshua Bengio']","[6, 6, 6]","['Marginally above acceptance threshold', 'Marginally above acceptance threshold', 'Marginally above acceptance threshold']","This paper proposes to incorporate knowledge base facts into language modeling, thus at each time step, a word is either generated from the full vocabulary or relevant KB entities. The authors demonstrate the effectiveness on a new generated dataset WikiFacts which aligns Wikipedia articles with Freebase facts. The authors also suggest a modified perplexity metric which penalizes the likelihood of unknown words. At a high level, I do like the motivation of this paper -- named entity words are usually important for downstream tasks, but difficult to learn solely based on statistical co-occurrences. The facts encoded in KB could be a great supply for this. However, I find it difficult to follow the details of the paper (mainly Section 3) and think the paper writing needs to be much improved. - I cannot find where f_{symbkey} / f_{voca} / f_{copy} are defined - w^v, w^s are confusing. - e_k seems to be the average of all previous fact embeddings? It is necessary to make it clear enough. - (h_t, c_t) = f_LSTM(x_{t?1}, h_{t?1}) c_t is not used? - The notion of “fact embeddings” is also not that clear (I understand that they are taken as the concatenation of relation and entity (object) entities in the end). For the anchor / “topic-itself” facts, do you learn the embedding for the special relations and use the entity embeddings from TransE? On generating words from KB entities (fact description), it sounds a bit strange to me to generate a symbol position first. Most entities are multiple words, and it is necessary to keep that order. Also it might be helpful to incorporate some prior information, for example, it is common to only mention “Obama” for the entity “Barack Obama”?","['4', '4', '3']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is fairly confident that the evaluation is correct']","[25, -1, 15, 10, 14, 8]","[31, 5, 21, 16, 20, 14]","[106, 27, 215, 168, 275, 184]","[55, 6, 129, 82, 162, 73]","[7, 9, 40, 54, 58, 54]","[44, 12, 46, 32, 55, 57]"
A Neural Stochastic Volatility Model,Reject,2017,"['Rui Luo', 'Xiaojun Xu', 'Weinan Zhang', 'Jun Wang']","[6, 5, 5]","['Marginally above acceptance threshold', '5', '5']","The authors propose a recurrent variational neural network approach to modelling volatility in financial time series. This model consists of an application of Chung et al.’s (2015) VRNN model to volatility forecasting, wherein a Variational Autoencoder (VAE) structure is repeated at each time step of the series. The paper is well written and easy to follow (although this reviewer suggests applying a spelling checking, since the paper contains a number of harmless typos). The paper’s main technical contribution is to stack two levels of recurrence, one for the latent process and one for the observables. This appears to be a novel, if minor contribution. The larger contribution is methodological, in areas of time series modelling that are both of great practical importance and have hitherto been dominated by rigid functional forms. The demonstration of the applicability and usefulness of general-purpose non-linear models for volatility forecasting would be extremely impactful. I have a few comments and reservations with the paper: 1) Although not mentioned explicitly, the authors’ framework are couched in terms of carrying out one-timestep-ahead forecasts of volatility. However, many applications of volatility models, for instance for derivative pricing, require longer-horizon forecasts. It would be interesting to discuss how this model could be extended to forecast at longer horizons. 2) In Section 4.4, there’s a mention that a GARCH(1,1) is conditionally deterministic. This is true only when forecasting 1 time-step in the future. At longer horizons, the GARCH(1,1) volatility forecast is not deterministic. 3) I was initially unhappy with the limitations of the experimental validation, limited to comparison with a baseline GARCH model. However, the authors provided more comparisons in the revision, which adds to the quality of the results, although the models compared against cannot be considered state of the art. It would be well advised to look into R packages such as `stochvol’ and ‘fGarch’ to get implementations of a variety of models that can serve as useful baselines, and provide convincing evidence that the modelled volatility is indeed substantially better than approaches currently entertained by the finance literature. 4) In Section 5.2, more details should be given on the network, e.g. number of hidden units, as well as the embedding dimension D_E (section 5.4) 5) In Section 5.3, more details should be given on the data generating process for the synthetic data experiments. 6) Some results in the appendix are very puzzling: around jumps in the price series, which are places where the volatility should spike, the model reacts instead by huge drops in the volatility (Figure 4(b) and (c), respectively around time steps 1300 and 1600). This should be explained and discussed. All in all, I think that the paper provides a nice contribution to the art of volatility modelling. In spite of some flaws, it provides a starting point for the broader impact of neural time series processing in the financial community.","['4', '4', '3']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is fairly confident that the evaluation is correct']","[2, 7, 10, 15]","[6, 13, 16, 21]","[17, 375, 78, 359]","[8, 185, 30, 163]","[9, 163, 19, 155]","[0, 27, 29, 41]"
A Way out of the Odyssey: Analyzing and Combining Recent Insights for LSTMs,Reject,2017,"['Shayne Longpre', 'Sabeek Pradhan', 'Caiming Xiong', 'Richard Socher']","[5, 5, 5]","['5', '5', '5']","The paper proposes and analyses three methods applied to traditional LSTMs: Monte Carlo test-time model averaging, average pooling, and residual connections. It shows that those methods help to enhance traditional LSTMs on sentiment analysis. Although the paper is well written, the experiment section is definitely its dead point. Firstly, although it shows some improvements over traditional LSTMs, those results are not on par with the state of the art. Secondly, if the purpose is to take those extensions as strong baselines for further research, the experiments are not adequate: the both two datasets which were used are quite similar (though they have different statistics). I thus suggest to carry out more experiments on more diverse tasks, like those in *LSTM: A Search Space Odyssey*). Besides, those extensions are not really novel.","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[2, 2, 9, 11]","[8, 7, 15, 17]","[33, 5, 385, 229]","[11, 2, 165, 111]","[21, 3, 210, 111]","[1, 0, 10, 7]"
Adding Gradient Noise Improves Learning for Very Deep Networks,Reject,2017,"['Arvind Neelakantan', 'Luke Vilnis', 'Quoc V. Le', 'Lukasz Kaiser', 'Karol Kurach', 'Ilya Sutskever', 'James Martens']","[4, 4, 7]","['Ok but not good enough - rejection', 'Ok but not good enough - rejection', 'Good paper, accept']","The authors consider a simple optimization technique consisting of adding gradient noise with a specific schedule. They test their method on a number of recently proposed neural networks for simulating computer logic (end-to-end memory network, neural programmer, neural random access machines). On these networks, the question of optimization has so far not been studied as extensively as for more standard networks. A study specific to this class of models is therefore welcome. Results consistently show better optimization properties from adding noise in the training procedure. One issue with the paper is that it is not clear whether the proposed optimization strategy permits to learn actually good models, or simply better than those that do not use noise. A comparison to results obtained in the literature would be desirable. For example, in the MNIST experiments of Section 4.1, the optimization procedure reaches in the most favorable scenario an average accuracy level of approximately 92%, which is still far from having actually learned an interesting problem representation (a linear model would probably reach similar accuracy). I understand that the architecture is specially designed to be difficult to optimize (20 layers of 50 HUs), but it would have been more interesting to consider a scenario where depth is actually beneficial for solving the problem.","['4', '5', '5']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature']","[6, 5, 13, 11, 13, 6, 8]","[11, 10, 19, 17, 18, 9, 14]","[34, 32, 300, 99, 84, 28, 38]","[15, 16, 143, 49, 44, 12, 19]","[18, 16, 146, 45, 32, 14, 16]","[1, 0, 11, 5, 8, 2, 3]"
Adversarial examples for generative models,Reject,2017,"['Jernej Kos', 'Ian Fischer', 'Dawn Song']","[6, 5, 5]","['Marginally above acceptance threshold', '5', '5']","Comments: *This contrasts to adversarial attacks on classifiers, where any inspection of the inputs will reveal the original bytes the adversary supplied, which often have telltale noise* Is this really true? If it were the case, wouldn*t it imply that training *against* adversarial examples should easily make a classifier robust to adversarial examples (if they all have a telltale noise)? Pros: -The question of whether adversarial examples exist in generative models, and indeed how the definition of *adversarial example* carries over is an interesting one. -Finding that a certain type of generative model *doesn*t have* adversarial examples would be a really significant result, finding that generative models have adversarial examples would also be a worth negative result. -The adversarial examples in figures 5 and 6 seem convincing, though they seem much more overt and noisy than the adversarial examples on MNIST shown in (Szegedy 2014). Is this because it*s actually harder to find adversarial examples in these types of generative models? Issues: -Paper is significantly over length at 13 pages. -The beginning of the paper should more clearly motivate its purpose. -Paper has *generative models* in the title but as far as I can tell the whole paper is concerned with autoencoder-type models. This is kind of annoying because if someone wanted to consider adversarial attacks on, say, autoregressive models, they might be unreasonably burdened by having to explain how they*re distinct from a paper called *adversarial examples for generative models*. -I think that the introduction contains too much background information - it could be tightened.","['3', '4', '4']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[23, 9, 16]","[29, 14, 22]","[111, 41, 126]","[52, 37, 65]","[1, 0, 25]","[58, 4, 36]"
Alternating Direction Method of Multipliers for Sparse Convolutional Neural Networks,Reject,2017,"['Farkhondeh Kiaee', 'Christian Gagné', 'and Mahdieh Abbasi']","[7, 7, 6, 5]","['Good paper, accept', 'Good paper, accept', 'Marginally above acceptance threshold', '5']","The authors use the Alternating Direction Method of Multipliers (ADMM) algorithm for the first time on CNN models, allowing them to perform model compression without any appreciable loss on the CIFAR-10, CIFAR-100, and SVHN tasks. The algorithmic details and the intuition behind their algorithm are generally well presented, (although there are occasional typos). Pros: 1) Put an old algorithm to good use in a new setting 2) The algorithm has the nice property that it is partially analytically solvable (due to the separability property the authors mention). This contributes to the efficient trainability of the model 3) Seems to dovetail nicely with other results to encourage sparsity--that is, it can be used simultaneously--and is quite generalizable. Cons: 1) It would be nice to see a more thorough analysis of the performance gains for using this method, beyond raw data about % sparsity--some sort of comparison involving training time would be great, and is currently lacking. EDIT: Authors addressed this by addition of results in Appendix B. 2) I would very much like to see some discussion about why the sparsity seems to *improve* the test performance, as mentioned in my previous comment. Is this a general feature? Is this a statistical fluke? etc. Even if the answer is *it is not obvious, and determining why goes outside the scope of this work*, I would like to know it! EDIT: Authors addressed this by addition of statistical significance tests in the new Appendix A. 3) Based on the current text, and some of the other reviewer comments, I would appreciate an expanded discussion on how this work compares with other methods in the field. I don*t think a full numerical comparison is necessary, but some additional text discussing some of the other papers mentioned in the other reviews would greatly benefit the paper. EDIT: Authors addressed this by followup to question and additional text in the paper. Additional comments: If my Cons are addressed, I would definitely raise my score to a 6 or even a 7. The core of this paper is quite solid, it just needs a little bit more polishing. EDIT: Score has been updated. Note: the authors probably meant *In order to verify* in the first sentence of Appendix A.","['3', '5', '4', '3']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is fairly confident that the evaluation is correct']","[2, 17, 3]","[6, 23, 8]","[6, 128, 16]","[2, 60, 5]","[1, 44, 9]","[3, 24, 2]"
An Analysis of Deep Neural Network Models for Practical Applications,Reject,2017,"['Alfredo Canziani', 'Adam Paszke', 'Eugenio Culurciello']","[4, 4, 5]","['Ok but not good enough - rejection', 'Ok but not good enough - rejection', '5']","The paper evaluates recent development in competitive ILSVRC CNN architectures from the perspective of resource utilization. It is clear that a lot of work has been put into the evaluations. The findings are well presented and the topic itself is important. However, most of the results are not surprising to people working with CNNs on a regular basis. And even if they are, I am not convinced about their practical value. It is hard to tell what we actually learn from these findings when approaching new problems with computational constraints or when in production settings. In my opinion, this is mainly because the paper does not discuss realistic circumstances. Main concerns: 1) The evaluation does not tell me much for realistic scenarios, that mostly involve fine-tuning networks, as ILSVRC is just a starting point in most cases. VGG for instance really shines for fine-tuning, but it is cumbersome to train from scratch. And VGG works well for compression, too. So possibly it is a very good choice if these by now standard steps are taken into account. Such questions are of high practical relevance! 2) Compressed networks have a much higher acc/parameter density, so comparison how well models can be compressed is important, or at least comparing to some of the most well-known and publicly available compressed networks. 3) There is no analysis on the actual topology of the networks and where the bottlenecks lie. This would be very useful to have as well. Minor concern: 1) Why did the authors choose to use batch normalization in NiN and AlexNet?","['3', '3', '4']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[3, 2, 18]","[8, 8, 24]","[10, 20, 116]","[5, 4, 80]","[5, 13, 17]","[0, 3, 19]"
An Empirical Analysis of Deep Network Loss Surfaces,Reject,2017,"['Daniel Jiwoong Im', 'Michael Tao', 'Kristin Branson']","[4, 4, 4, 6]","['Ok but not good enough - rejection', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection', 'Marginally above acceptance threshold']","First of all, I would like to thank the authors for putting this much work into a necessary but somewhat tedious topic. While I think the paper is somewhat below the standard of a conference paper (see detailed comments below), I would definitely love to see a version of this paper published with some of the issues ironed out. I also agree with many of the points raised by other reviewers and will not repeat them here. Major points: -- *As we saw in the previous section, the minima of deep network loss functions are for the most part decent.* All you said in the previous section was that theory shows that there are no bad minima under *strong assumptions*. There is no practical proof that minima do not vary in quality. -- *This implies that we probably do not need to take many precautions to avoid bad minima in practice. If all minima are decent, then the task of finding a *decent minima quickly* is reduced to the task of finding any minima quickly.* First of all, as one of the reviewers pointed out, we are never guaranteed in practice to actually reach a local minimum. We could always hit a region of the objective function where the algorithm makes essentially no further progress. The final error level, in practice, actually does depend significantly on many factors such as (i) optimization algorithm (ii) learning rate schedule (iii) initialization of weights (iv) presence of unsupervised pretraining (v) whether neurons are added or eliminated during training etc. etc. Therefore, the task of optimizing neural networks is far from being *reduced to finding any minima quickly*. -- Figure 1 I don*t like Figure 1, because it suggests to me that you diagnosed exactly where the transition between the two phases happened, which I don*t think you did. Also, the concept of having a fast-decaying error followed by a slow-decaying error is simple enough for readers to understand without a dedicated graph. Minor point on presentation: The red brace is positioned lower in the figure than the blue brace and the braces don*t join up horizontally. Please be more careful. -- Misuse of the transient phase / minimization phase concept In section 4.3, you talk about the transient and minimization phase of optimization. However, you have no way of diagnosing when or if your algorithm reaches the minimization phase. You seem to think that the minimization phase is simply the part of the optimization process where the error decreases slowly. AFAIK, this is not the case. The minimization phase is where the optimization algorithm enters the vicinity of the local minimum that can be approximated by the second-order Taylor expansion. For this to even occur, one would have to verify, for example, that the learning rate is small enough. You change the algorithm after 25%, 50% and 75% of training, but these points seem arbitrary. What is the minimization phase was reached at 99%, or 10 epochs after you decided to stop training? -- Only 1 dataset You run most experiments on only 1 dataset (CIFAR). Please replicate with at least one more dataset. -- Many figures are unclear For each figure, the following information are relevant: network used; dataset used; learning rate used; batch norm yes / no; whether figure shows train, test, or validation error. It should be easy for the reader to ascertain this information for all figures, not just for some. -- You say at the beginning of section 4.1 that each algorithm finds a different minimum as if this is a significant finding. However, this is obvious because the updates taken by these algorithms vary wildly. Keep in mind that there is an exponentially large number of minima. The probability of different algorithms choosing the same minimum is essentially zero because of their sheer number. The same would be true if you even shift the learning rate slightly or use a different random seed for minibatch generation etc. etc. -- Lack of confidence intervals The value of Figures 1, 2, 3 and 6 is limited is because it is unclear how these plots would change if the random seed were changed. We only get information for a single weight initialization and a single minibatch sequence. While figures 5 and 7 can be used to try and infer what confidence intervals around plots in figures 1, 2, 3 and 6 might look like, I think those confidence intervals should still be shown for at least a subset of the configurations presented. -- Lack of information regarding learning rate There is big question mark left open regarding how all your results would change if different learning rates were used. You don*t even tell us how you chose the learning rates from the intervals you gave in section 3.4. -- Lack of information regarding the absolute distance of interpolated points In most figures, you interpolate between two or three trained weight configuration. However, you do not say how far the interpolated points are apart. This is highly significant, because if points are close together and there is a big *hump* between them, it means that those points are more *brittle* than if they are far apart and there is a big *hump* between them. Minor points: -- LSTM is not a fixed network architecture like NiN or VGG, but a layer type. LSTM would be equivalent to CNN. Also, the VGG paper has multiple versions of VGG. You should specify which one you used. -- The font size for the legends in the upper triangle of Table 1 is too small. You can*t just write *best viewed in zoom* in the table caption and pretend that somehow fixes the problem. Personally, I prefer no legend over an unreadable legend.","['3', '4', '4', '4']","['The reviewer is fairly confident that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[4, 2, 13]","[8, 7, 18]","[26, 9, 21]","[8, 2, 8]","[17, 3, 11]","[1, 4, 2]"
An Information Retrieval Approach for Finding Dependent Subspaces of Multiple Views,Reject,2017,"['Ziyuan Lin', 'Jaakko Peltonen']","[4, 4, 4]","['Ok but not good enough - rejection', 'Ok but not good enough - rejection', 'Ok but not good enough - rejection']","This paper proposes a multiview learning approach to finding dependent subspaces optimized for maximizing cross-view similarity between neighborhoods of data samples. The motivation comes from information retrieval tasks. Authors position their work as an alternative to CCA-based multiview learning; note, however, that CCA based techniques have very different purpose and are rather broadly applicable than the setting considered here. Main points: - I am not sure what authors mean by time complexity. It would appear that they simply report the computational cost of evaluating the objective in equation (7). Is there a sense of how many iterations of the L-BFGS method? Since that is going to be difficult given the nature of the optimization problem, one would appreciate some sense of how hard or easy it is in practice to optimize the objective in (7) and how that varies with various problem dimensions. Authors argue that scalability is not their first concern, which is understandable, but if they are going to make some remarks about the computational cost, it better be clarified that the reported cost is for some small part of their overall approach rather than “time complexity”. - Since authors position their approach as an alternative to CCA, they should remark about how CCA, even though a nonconvex optimization problem, can be solved exactly with computational cost that is linear in the data size and only quadratic with dimensionality even with a naive implementation. The method proposed in the paper does not seem to be tractable, at least not immediately. - The empirical results with synthetic data are a it confusing. First of all the data generation procedure is quite convoluted, I am not sure why we need to process each coordinate separately in different groups, and then permute and combine etc. A simple benchmark where we take different linear transformations of a shared representation and add independent noise would suffice to confirm that the proposed method does something reasonable. I am also baffled why CCA does not recover the true subspace - arguably it is the level of additive noise that would impact the recoverability - however the proposed method is nearly exact so the noise level is perhaps not so severe. It is also not clear if authors are using regularization with CCA - without regularization CCA can be have in a funny manner. This needs to be clarified.","['4', '4', '4']","['The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[5, 17]","[10, 23]","[11, 92]","[6, 63]","[3, 6]","[2, 23]"
Annealing Gaussian into ReLU: a New Sampling Strategy for Leaky-ReLU RBM,Reject,2017,"['Chun-Liang Li', 'Siamak Ravanbakhsh', 'Barnabas Poczos']","[5, 5, 6, 5]","['5', '5', 'Marginally above acceptance threshold', '5']","The authors proposed to use leaky rectified linear units replacing binary units in Gaussian RBM. A sampling method was presented to train the leaky-ReLU RBM. In the experimental section, AIS estimated likelihood on Cifar10 and SVHN were reported. It*s interesting for trying different nonlinear hidden units for RBM. However, there are some concerns for the current work. 1. The author did not explain why the proposed sampling method (Alg. 2) is correct. And the additional computation cost (the inner loop and the projection) should be discussed. 2. The results (both the resulting likelihood and the generative samples) of Gaussian RBM are much worse than what we have experienced. It seems that the Gaussian RBM were not trained properly. 3. The representation learned from a good generative model often helps the classification task when there are fewer label samples. Gaussian RBM works well for texture synthesis tasks in which mixing is an important issue. The authors are encouraged to do more experiments in these two direction.","['5', '4', '4', '4']","['The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct', 'The reviewer is confident but not absolutely certain that the evaluation is correct']","[6, 8, 16]","[12, 14, 22]","[94, 58, 239]","[40, 26, 120]","[47, 30, 105]","[7, 2, 14]"
Attentive Recurrent Comparators,Reject,2017,"['Pranav Shyam', 'Ambedkar Dukkipati']","[4, 5, 3]","['Ok but not good enough - rejection', '5', 'Clear rejection']","This paper introduces an attention-based recurrent network that learns to compare images by attending iteratively back and forth between a pair of images. Experiments show state-of-the-art results on Omniglot, though a large part of the performance gain comes from when extracted convolutional features are used as input. The paper is significantly improved from the original submission and reflects changes based on pre-review questions. However, while there was an attempt made to include more qualitative results e.g. Fig. 2, it is still relatively weak and could benefit from more examples and analysis. Also, why is the attention in Fig. 2 always attending over the full character? Although it is zooming in, shouldn’t it attend to relevant parts of the character? Attending to the full character on a solid background seems a trivial solution where it is then unclear where the large performance gains are coming from. While the paper is much more polished now, it is still lacking in details in some respects, e.g. details of the convolutional feature extractor used that gives large performance gain.","['5', '2', '5']","['The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature', 'The reviewer is willing to defend the evaluation, but it is quite likely that the reviewer did not understand central parts of the paper', 'The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature']","[1, 9, 16]","[6, 15, 22]","[12, 125, 121]","[4, 46, 41]","[8, 30, 65]","[0, 49, 15]"
